scenario_id,startpoint,ego_idx,opponent_raceline,opponent_speed_scale,unique_policy_panels,collision_panels,collision_rate,opponent_collision_panels,merge_tail_panels,merge_tail_rate,overtake_panels,follow_panels
evaluation-sp39-ego1668-raceline0-v0.8,39,1668,raceline0,0.8,86,0,0.0,0,0,0.0,4,82
evaluation-sp39-ego1668-raceline1-v0.5,39,1668,raceline1,0.5,86,0,0.0,0,0,0.0,0,86
evaluation-sp39-ego1668-raceline1-v0.6,39,1668,raceline1,0.6,86,0,0.0,0,0,0.0,0,86
evaluation-sp39-ego1668-raceline1-v0.7,39,1668,raceline1,0.7,86,0,0.0,0,0,0.0,0,86
evaluation-sp39-ego1668-raceline1-v0.8,39,1668,raceline1,0.8,86,0,0.0,0,0,0.0,0,86
evaluation-sp39-ego1668-raceline2-v0.5,39,1668,raceline2,0.5,86,0,0.0,0,0,0.0,86,0
evaluation-sp39-ego1668-raceline2-v0.6,39,1668,raceline2,0.6,86,0,0.0,0,0,0.0,86,0
evaluation-sp4-ego171-raceline0-v0.6,4,171,raceline0,0.6,86,0,0.0,0,0,0.0,86,0
evaluation-sp4-ego171-raceline0-v0.8,4,171,raceline0,0.8,86,0,0.0,0,0,0.0,27,59
evaluation-sp4-ego171-raceline1-v0.5,4,171,raceline1,0.5,86,0,0.0,0,0,0.0,0,86
evaluation-sp4-ego171-raceline1-v0.6,4,171,raceline1,0.6,86,0,0.0,0,0,0.0,0,86
evaluation-sp4-ego171-raceline1-v0.8,4,171,raceline1,0.8,86,0,0.0,0,0,0.0,0,86
evaluation-sp4-ego171-raceline2-v0.5,4,171,raceline2,0.5,86,0,0.0,0,0,0.0,86,0
evaluation-sp4-ego171-raceline2-v0.6,4,171,raceline2,0.6,86,0,0.0,0,0,0.0,86,0
evaluation-sp40-ego1711-raceline0-v0.5,40,1711,raceline0,0.5,86,0,0.0,0,0,0.0,86,0
evaluation-sp40-ego1711-raceline0-v0.6,40,1711,raceline0,0.6,86,0,0.0,0,0,0.0,86,0
evaluation-sp40-ego1711-raceline0-v0.7,40,1711,raceline0,0.7,86,0,0.0,0,0,0.0,85,1
evaluation-sp40-ego1711-raceline0-v0.8,40,1711,raceline0,0.8,86,0,0.0,0,0,0.0,4,82
evaluation-sp40-ego1711-raceline1-v0.5,40,1711,raceline1,0.5,86,0,0.0,0,0,0.0,0,86
evaluation-sp40-ego1711-raceline1-v0.6,40,1711,raceline1,0.6,86,0,0.0,0,0,0.0,0,86
evaluation-sp40-ego1711-raceline1-v0.7,40,1711,raceline1,0.7,86,0,0.0,0,0,0.0,0,86
evaluation-sp40-ego1711-raceline1-v0.8,40,1711,raceline1,0.8,86,0,0.0,0,0,0.0,0,86
evaluation-sp40-ego1711-raceline2-v0.5,40,1711,raceline2,0.5,86,0,0.0,0,0,0.0,86,0
evaluation-sp41-ego1753-raceline0-v0.5,41,1753,raceline0,0.5,86,0,0.0,0,0,0.0,86,0
evaluation-sp41-ego1753-raceline0-v0.6,41,1753,raceline0,0.6,86,0,0.0,0,0,0.0,86,0
evaluation-sp41-ego1753-raceline0-v0.7,41,1753,raceline0,0.7,86,0,0.0,0,0,0.0,84,2
evaluation-sp41-ego1753-raceline0-v0.8,41,1753,raceline0,0.8,86,0,0.0,0,0,0.0,8,78
evaluation-sp41-ego1753-raceline1-v0.5,41,1753,raceline1,0.5,86,0,0.0,0,0,0.0,0,86
evaluation-sp41-ego1753-raceline1-v0.6,41,1753,raceline1,0.6,86,0,0.0,0,0,0.0,0,86
evaluation-sp41-ego1753-raceline1-v0.7,41,1753,raceline1,0.7,86,0,0.0,0,0,0.0,0,86
evaluation-sp41-ego1753-raceline1-v0.8,41,1753,raceline1,0.8,86,0,0.0,0,0,0.0,0,86
evaluation-sp41-ego1753-raceline2-v0.5,41,1753,raceline2,0.5,86,0,0.0,0,0,0.0,86,0
evaluation-sp42-ego1796-raceline0-v0.5,42,1796,raceline0,0.5,86,0,0.0,0,0,0.0,86,0
evaluation-sp42-ego1796-raceline0-v0.6,42,1796,raceline0,0.6,86,0,0.0,0,0,0.0,86,0
evaluation-sp42-ego1796-raceline0-v0.7,42,1796,raceline0,0.7,86,0,0.0,0,0,0.0,85,1
evaluation-sp42-ego1796-raceline0-v0.8,42,1796,raceline0,0.8,86,0,0.0,0,0,0.0,5,81
evaluation-sp42-ego1796-raceline1-v0.5,42,1796,raceline1,0.5,86,0,0.0,0,0,0.0,0,86
evaluation-sp42-ego1796-raceline1-v0.6,42,1796,raceline1,0.6,86,0,0.0,0,0,0.0,0,86
evaluation-sp42-ego1796-raceline1-v0.7,42,1796,raceline1,0.7,86,0,0.0,0,0,0.0,0,86
evaluation-sp42-ego1796-raceline1-v0.8,42,1796,raceline1,0.8,86,0,0.0,0,0,0.0,0,86
evaluation-sp43-ego1839-raceline0-v0.5,43,1839,raceline0,0.5,86,0,0.0,0,0,0.0,86,0
evaluation-sp43-ego1839-raceline0-v0.6,43,1839,raceline0,0.6,86,0,0.0,0,0,0.0,86,0
evaluation-sp43-ego1839-raceline0-v0.7,43,1839,raceline0,0.7,86,0,0.0,0,0,0.0,55,31
evaluation-sp43-ego1839-raceline0-v0.8,43,1839,raceline0,0.8,86,0,0.0,0,0,0.0,4,82
evaluation-sp43-ego1839-raceline1-v0.5,43,1839,raceline1,0.5,86,0,0.0,0,0,0.0,0,86
evaluation-sp43-ego1839-raceline1-v0.6,43,1839,raceline1,0.6,86,0,0.0,0,0,0.0,0,86
evaluation-sp43-ego1839-raceline1-v0.7,43,1839,raceline1,0.7,86,0,0.0,0,0,0.0,0,86
evaluation-sp43-ego1839-raceline1-v0.8,43,1839,raceline1,0.8,86,0,0.0,0,0,0.0,0,86
evaluation-sp43-ego1839-raceline2-v0.5,43,1839,raceline2,0.5,86,0,0.0,0,0,0.0,86,0
evaluation-sp43-ego1839-raceline2-v0.8,43,1839,raceline2,0.8,86,0,0.0,0,0,0.0,0,86
evaluation-sp44-ego1882-raceline0-v0.5,44,1882,raceline0,0.5,86,0,0.0,0,0,0.0,86,0
evaluation-sp44-ego1882-raceline0-v0.6,44,1882,raceline0,0.6,86,0,0.0,0,0,0.0,86,0
evaluation-sp44-ego1882-raceline0-v0.7,44,1882,raceline0,0.7,86,0,0.0,0,0,0.0,86,0
evaluation-sp44-ego1882-raceline0-v0.8,44,1882,raceline0,0.8,86,0,0.0,0,0,0.0,21,65
evaluation-sp44-ego1882-raceline1-v0.5,44,1882,raceline1,0.5,86,0,0.0,0,0,0.0,0,86
evaluation-sp44-ego1882-raceline1-v0.6,44,1882,raceline1,0.6,86,0,0.0,0,0,0.0,0,86
evaluation-sp44-ego1882-raceline1-v0.7,44,1882,raceline1,0.7,86,0,0.0,0,0,0.0,0,86
evaluation-sp44-ego1882-raceline1-v0.8,44,1882,raceline1,0.8,86,0,0.0,0,0,0.0,0,86
evaluation-sp44-ego1882-raceline2-v0.5,44,1882,raceline2,0.5,86,0,0.0,0,0,0.0,86,0
evaluation-sp44-ego1882-raceline2-v0.7,44,1882,raceline2,0.7,86,0,0.0,0,0,0.0,84,2
evaluation-sp44-ego1882-raceline2-v0.8,44,1882,raceline2,0.8,86,0,0.0,0,0,0.0,75,11
evaluation-sp45-ego1924-raceline0-v0.5,45,1924,raceline0,0.5,86,0,0.0,0,0,0.0,86,0
evaluation-sp45-ego1924-raceline0-v0.6,45,1924,raceline0,0.6,86,0,0.0,0,0,0.0,86,0
evaluation-sp45-ego1924-raceline0-v0.8,45,1924,raceline0,0.8,86,0,0.0,0,0,0.0,86,0
evaluation-sp45-ego1924-raceline1-v0.5,45,1924,raceline1,0.5,86,0,0.0,0,0,0.0,0,86
evaluation-sp45-ego1924-raceline1-v0.6,45,1924,raceline1,0.6,86,0,0.0,0,0,0.0,0,86
evaluation-sp45-ego1924-raceline1-v0.7,45,1924,raceline1,0.7,86,0,0.0,0,0,0.0,0,86
evaluation-sp45-ego1924-raceline1-v0.8,45,1924,raceline1,0.8,86,0,0.0,0,0,0.0,0,86
evaluation-sp45-ego1924-raceline2-v0.7,45,1924,raceline2,0.7,86,0,0.0,0,0,0.0,86,0
evaluation-sp46-ego1967-raceline0-v0.5,46,1967,raceline0,0.5,86,0,0.0,0,0,0.0,86,0
evaluation-sp46-ego1967-raceline0-v0.6,46,1967,raceline0,0.6,86,0,0.0,0,0,0.0,86,0
evaluation-sp46-ego1967-raceline0-v0.7,46,1967,raceline0,0.7,86,0,0.0,0,0,0.0,86,0
evaluation-sp46-ego1967-raceline1-v0.5,46,1967,raceline1,0.5,86,0,0.0,0,0,0.0,0,86
evaluation-sp46-ego1967-raceline1-v0.6,46,1967,raceline1,0.6,86,0,0.0,0,0,0.0,0,86
evaluation-sp46-ego1967-raceline1-v0.7,46,1967,raceline1,0.7,86,0,0.0,0,0,0.0,0,86
evaluation-sp46-ego1967-raceline2-v0.7,46,1967,raceline2,0.7,86,0,0.0,0,0,0.0,86,0
evaluation-sp47-ego2010-raceline0-v0.5,47,2010,raceline0,0.5,86,0,0.0,0,0,0.0,86,0
evaluation-sp47-ego2010-raceline0-v0.6,47,2010,raceline0,0.6,86,0,0.0,0,0,0.0,86,0
evaluation-sp47-ego2010-raceline0-v0.7,47,2010,raceline0,0.7,86,0,0.0,0,0,0.0,86,0
evaluation-sp47-ego2010-raceline0-v0.8,47,2010,raceline0,0.8,86,0,0.0,0,0,0.0,86,0
evaluation-sp47-ego2010-raceline1-v0.5,47,2010,raceline1,0.5,86,0,0.0,0,0,0.0,0,86
evaluation-sp47-ego2010-raceline1-v0.6,47,2010,raceline1,0.6,86,0,0.0,0,0,0.0,0,86
evaluation-sp47-ego2010-raceline2-v0.5,47,2010,raceline2,0.5,86,0,0.0,0,0,0.0,86,0
evaluation-sp47-ego2010-raceline2-v0.6,47,2010,raceline2,0.6,86,0,0.0,0,0,0.0,86,0
evaluation-sp47-ego2010-raceline2-v0.7,47,2010,raceline2,0.7,86,0,0.0,0,0,0.0,86,0
evaluation-sp48-ego2053-raceline0-v0.5,48,2053,raceline0,0.5,86,0,0.0,0,0,0.0,86,0
evaluation-sp48-ego2053-raceline0-v0.6,48,2053,raceline0,0.6,86,0,0.0,0,0,0.0,86,0
evaluation-sp48-ego2053-raceline0-v0.7,48,2053,raceline0,0.7,86,0,0.0,0,0,0.0,86,0
evaluation-sp48-ego2053-raceline0-v0.8,48,2053,raceline0,0.8,86,0,0.0,0,0,0.0,86,0
evaluation-sp48-ego2053-raceline1-v0.5,48,2053,raceline1,0.5,86,0,0.0,0,0,0.0,0,86
evaluation-sp48-ego2053-raceline1-v0.6,48,2053,raceline1,0.6,86,0,0.0,0,0,0.0,0,86
evaluation-sp48-ego2053-raceline2-v0.5,48,2053,raceline2,0.5,86,0,0.0,0,0,0.0,86,0
evaluation-sp48-ego2053-raceline2-v0.6,48,2053,raceline2,0.6,86,0,0.0,0,0,0.0,86,0
evaluation-sp48-ego2053-raceline2-v0.7,48,2053,raceline2,0.7,86,0,0.0,0,0,0.0,86,0
evaluation-sp49-ego2096-raceline0-v0.5,49,2096,raceline0,0.5,86,0,0.0,0,0,0.0,86,0
evaluation-sp49-ego2096-raceline0-v0.6,49,2096,raceline0,0.6,86,0,0.0,0,0,0.0,86,0
evaluation-sp49-ego2096-raceline0-v0.7,49,2096,raceline0,0.7,86,0,0.0,0,0,0.0,86,0
evaluation-sp49-ego2096-raceline0-v0.8,49,2096,raceline0,0.8,86,0,0.0,0,0,0.0,0,86
evaluation-sp49-ego2096-raceline1-v0.5,49,2096,raceline1,0.5,86,0,0.0,0,0,0.0,0,86
evaluation-sp49-ego2096-raceline1-v0.6,49,2096,raceline1,0.6,86,0,0.0,0,0,0.0,0,86
evaluation-sp49-ego2096-raceline1-v0.7,49,2096,raceline1,0.7,86,0,0.0,0,0,0.0,0,86
evaluation-sp49-ego2096-raceline1-v0.8,49,2096,raceline1,0.8,86,0,0.0,0,0,0.0,0,86
evaluation-sp49-ego2096-raceline2-v0.5,49,2096,raceline2,0.5,86,0,0.0,0,0,0.0,86,0
evaluation-sp49-ego2096-raceline2-v0.6,49,2096,raceline2,0.6,86,0,0.0,0,0,0.0,86,0
evaluation-sp49-ego2096-raceline2-v0.7,49,2096,raceline2,0.7,86,0,0.0,0,0,0.0,86,0
evaluation-sp49-ego2096-raceline2-v0.8,49,2096,raceline2,0.8,86,0,0.0,0,0,0.0,83,3
evaluation-sp5-ego213-raceline0-v0.5,5,213,raceline0,0.5,86,0,0.0,0,0,0.0,86,0
evaluation-sp5-ego213-raceline0-v0.6,5,213,raceline0,0.6,86,0,0.0,0,0,0.0,86,0
evaluation-sp5-ego213-raceline1-v0.8,5,213,raceline1,0.8,86,0,0.0,0,0,0.0,0,86
evaluation-sp5-ego213-raceline2-v0.5,5,213,raceline2,0.5,86,0,0.0,0,0,0.0,86,0
evaluation-sp5-ego213-raceline2-v0.6,5,213,raceline2,0.6,86,0,0.0,0,0,0.0,86,0
evaluation-sp5-ego213-raceline2-v0.7,5,213,raceline2,0.7,86,0,0.0,0,0,0.0,86,0
evaluation-sp6-ego256-raceline0-v0.5,6,256,raceline0,0.5,86,0,0.0,0,0,0.0,86,0
evaluation-sp6-ego256-raceline0-v0.7,6,256,raceline0,0.7,86,0,0.0,0,0,0.0,86,0
evaluation-sp6-ego256-raceline1-v0.7,6,256,raceline1,0.7,86,0,0.0,0,0,0.0,0,86
evaluation-sp6-ego256-raceline1-v0.8,6,256,raceline1,0.8,86,0,0.0,0,0,0.0,0,86
evaluation-sp6-ego256-raceline2-v0.5,6,256,raceline2,0.5,86,0,0.0,0,0,0.0,86,0
evaluation-sp6-ego256-raceline2-v0.6,6,256,raceline2,0.6,86,0,0.0,0,0,0.0,86,0
evaluation-sp6-ego256-raceline2-v0.8,6,256,raceline2,0.8,86,0,0.0,0,0,0.0,0,86
evaluation-sp7-ego299-raceline0-v0.5,7,299,raceline0,0.5,86,0,0.0,0,0,0.0,86,0
evaluation-sp7-ego299-raceline0-v0.6,7,299,raceline0,0.6,86,0,0.0,0,0,0.0,86,0
evaluation-sp7-ego299-raceline1-v0.5,7,299,raceline1,0.5,86,0,0.0,0,0,0.0,0,86
evaluation-sp7-ego299-raceline1-v0.6,7,299,raceline1,0.6,86,0,0.0,0,0,0.0,0,86
evaluation-sp7-ego299-raceline1-v0.7,7,299,raceline1,0.7,86,0,0.0,0,0,0.0,0,86
evaluation-sp7-ego299-raceline1-v0.8,7,299,raceline1,0.8,86,0,0.0,0,0,0.0,0,86
evaluation-sp7-ego299-raceline2-v0.6,7,299,raceline2,0.6,86,0,0.0,0,0,0.0,86,0
evaluation-sp8-ego342-raceline0-v0.5,8,342,raceline0,0.5,86,0,0.0,0,0,0.0,86,0
evaluation-sp8-ego342-raceline0-v0.6,8,342,raceline0,0.6,86,0,0.0,0,0,0.0,86,0
evaluation-sp8-ego342-raceline1-v0.6,8,342,raceline1,0.6,86,0,0.0,0,0,0.0,0,86
evaluation-sp8-ego342-raceline1-v0.7,8,342,raceline1,0.7,86,0,0.0,0,0,0.0,0,86
evaluation-sp8-ego342-raceline1-v0.8,8,342,raceline1,0.8,86,0,0.0,0,0,0.0,0,86
evaluation-sp8-ego342-raceline2-v0.5,8,342,raceline2,0.5,86,0,0.0,0,0,0.0,86,0
evaluation-sp8-ego342-raceline2-v0.6,8,342,raceline2,0.6,86,0,0.0,0,0,0.0,86,0
evaluation-sp8-ego342-raceline2-v0.7,8,342,raceline2,0.7,86,0,0.0,0,0,0.0,86,0
evaluation-sp8-ego342-raceline2-v0.8,8,342,raceline2,0.8,86,0,0.0,0,0,0.0,0,86
evaluation-sp9-ego384-raceline0-v0.5,9,384,raceline0,0.5,86,0,0.0,0,0,0.0,86,0
evaluation-sp9-ego384-raceline0-v0.8,9,384,raceline0,0.8,86,0,0.0,0,0,0.0,0,86
evaluation-sp9-ego384-raceline1-v0.6,9,384,raceline1,0.6,86,0,0.0,0,0,0.0,0,86
evaluation-sp9-ego384-raceline1-v0.7,9,384,raceline1,0.7,86,0,0.0,0,0,0.0,0,86
evaluation-sp9-ego384-raceline1-v0.8,9,384,raceline1,0.8,86,0,0.0,0,0,0.0,0,86
evaluation-sp9-ego384-raceline2-v0.5,9,384,raceline2,0.5,86,0,0.0,0,0,0.0,86,0
evaluation-sp9-ego384-raceline2-v0.6,9,384,raceline2,0.6,86,0,0.0,0,0,0.0,86,0
evaluation-sp9-ego384-raceline2-v0.8,9,384,raceline2,0.8,86,0,0.0,0,0,0.0,0,86
